Price,Adj Close,Close,High,Low,Open,Volume,Ticker,Returns,Log_Returns
Ticker,^VIX,^VIX,^VIX,^VIX,^VIX,^VIX,,,
Date,,,,,,,,,
2022-01-03,16.600000381469727,16.600000381469727,18.540000915527344,16.559999465942383,17.600000381469727,0,^VIX,,
2022-01-04,16.90999984741211,16.90999984741211,17.809999465942383,16.34000015258789,16.56999969482422,0,^VIX,0.018674666193889244,0.018502435544357602
2022-01-05,19.729999542236328,19.729999542236328,20.170000076293945,16.579999923706055,17.06999969482422,0,^VIX,0.16676521113368237,0.1542351429461621
2022-01-06,19.610000610351562,19.610000610351562,21.059999465942383,19.079999923706055,20.290000915527344,0,^VIX,-0.0060820544687738565,-0.006100625500360711
2022-01-07,18.760000228881836,18.760000228881836,20.799999237060547,18.56999969482422,19.850000381469727,0,^VIX,-0.04334525012819401,-0.04431271555415753
2022-01-10,19.399999618530273,19.399999618530273,23.329999923706055,19.290000915527344,19.579999923706055,0,^VIX,0.03411510564179698,0.03354609062729154
2022-01-11,18.40999984741211,18.40999984741211,21.0,18.200000762939453,19.6200008392334,0,^VIX,-0.05103091704045948,-0.05237905944922345
2022-01-12,17.6200008392334,17.6200008392334,18.690000534057617,17.360000610351562,18.170000076293945,0,^VIX,-0.04291140764402346,-0.04385931881904721
2022-01-13,20.309999465942383,20.309999465942383,20.610000610351562,17.450000762939453,18.059999465942383,0,^VIX,0.15266733817170586,0.1420786811593658
2022-01-14,19.190000534057617,19.190000534057617,22.06999969482422,19.049999237060547,20.110000610351562,0,^VIX,-0.05514519750543956,-0.056724011447385425
2022-01-18,22.790000915527344,22.790000915527344,23.200000762939453,21.18000030517578,21.18000030517578,0,^VIX,0.18759772179685963,0.17193254558031584
2022-01-19,23.850000381469727,23.850000381469727,23.989999771118164,21.850000381469727,23.1200008392334,0,^VIX,0.04651160260463971,0.04546234989896832
2022-01-20,25.59000015258789,25.59000015258789,25.889999389648438,21.68000030517578,23.459999084472656,0,^VIX,0.07295596407914773,0.07041742280560326
2022-01-21,28.850000381469727,28.850000381469727,29.790000915527344,25.309999465942383,25.3799991607666,0,^VIX,0.12739352127562054,0.11990835004213829
2022-01-24,29.899999618530273,29.899999618530273,38.939998626708984,28.020000457763672,28.200000762939453,0,^VIX,0.03639512038741466,0.035748461461826586
2022-01-25,31.15999984741211,31.15999984741211,35.849998474121094,29.1299991607666,32.290000915527344,0,^VIX,0.04214047641997154,0.04127674846717597
2022-01-26,31.959999084472656,31.959999084472656,33.040000915527344,26.899999618530273,29.350000381469727,0,^VIX,0.025673916591080648,0.0253498761464045
2022-01-27,30.489999771118164,30.489999771118164,33.0,28.420000076293945,32.189998626708984,0,^VIX,-0.04599497357522364,-0.047086338758656796
2022-01-28,27.65999984741211,27.65999984741211,32.81999969482422,27.280000686645508,30.270000457763672,0,^VIX,-0.09281731534766324,-0.09741143277332177
2022-01-31,24.829999923706055,24.829999923706055,29.40999984741211,24.709999084472656,28.360000610351562,0,^VIX,-0.10231380836290327,-0.10793472427263455
2022-02-01,21.959999084472656,21.959999084472656,25.329999923706055,21.959999084472656,24.56999969482422,0,^VIX,-0.11558601885025821,-0.12283002149677485
2022-02-02,22.09000015258789,22.09000015258789,22.729999542236328,20.459999084472656,21.559999465942383,0,^VIX,0.0059199031664420865,0.005902449388932326
2022-02-03,24.350000381469727,24.350000381469727,25.809999465942383,22.299999237060547,22.6299991607666,0,^VIX,0.10230874663969036,0.09740684085512573
2022-02-04,23.219999313354492,23.219999313354492,26.260000228881836,22.06999969482422,23.770000457763672,0,^VIX,-0.04640661397998014,-0.04751791849625819
2022-02-07,22.860000610351562,22.860000610351562,24.81999969482422,22.020000457763672,24.09000015258789,0,^VIX,-0.015503820570566651,-0.015625261632240678
2022-02-08,21.440000534057617,21.440000534057617,23.479999542236328,21.31999969482422,23.09000015258789,0,^VIX,-0.062117237024522876,-0.06413032395420296
2022-02-09,19.959999084472656,19.959999084472656,21.299999237060547,19.93000030517578,21.270000457763672,0,^VIX,-0.06902991663801339,-0.07152813609679119
2022-02-10,23.90999984741211,23.90999984741211,24.770000457763672,20.18000030517578,20.3700008392334,0,^VIX,0.19789583888369267,0.18056655007325953
2022-02-11,27.360000610351562,27.360000610351562,30.989999771118164,23.329999923706055,24.389999389648438,0,^VIX,0.14429112442310887,0.1347853399740477
2022-02-14,28.329999923706055,28.329999923706055,32.040000915527344,28.329999923706055,29.170000076293945,0,^VIX,0.03545319048668061,0.034839196086860244
2022-02-15,25.700000762939453,25.700000762939453,28.09000015258789,25.329999923706055,28.09000015258789,0,^VIX,-0.09283442173841527,-0.09743028956184711
2022-02-16,24.290000915527344,24.290000915527344,27.09000015258789,23.8799991607666,25.190000534057617,0,^VIX,-0.05486380566359328,-0.05642624088191999
2022-02-17,28.110000610351562,28.110000610351562,28.3700008392334,24.760000228881836,24.829999923706055,0,^VIX,0.15726634626770597,0.1460606259257957
2022-02-18,27.75,27.75,29.709999084472656,26.3799991607666,26.65999984741211,0,^VIX,-0.012806851744392778,-0.012889566438965914
2022-02-22,28.809999465942383,28.809999465942383,32.040000915527344,28.399999618530273,31.799999237060547,0,^VIX,0.03819817895287869,0.037486690366762734
